Field ID,Acreage,State,County,2024 Winter Crop,2024 Cash Crop,2024 Tillage,2023 Winter Crop,2023 Cash Crop,2023 Tillage,2022 Winter Crop,2022 Cash Crop,2022 Tillage,2021 Winter Crop,2021 Cash Crop,2021 Tillage,2020 Winter Crop,2020 Cash Crop,2020 Tillage,2019 Winter Crop,2019 Cash Crop,2019 Tillage,2018 Winter Crop,2018 Cash Crop,2018 Tillage,2017 Winter Crop,2017 Cash Crop,2017 Tillage
mppf.sp.a_andersons.20240314204702238_8CbQbNJ9SvUz,3.0314894,MI,Genesee,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240328172748976_eDD0004NVnwz1,20.1050987,OH,Licking,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240328172748976_eDD0004NVnwz2,6.8533756,OH,Licking,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240328172748976_eDD0004NVnwz3,1.8119083,OH,Licking,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240401183743744_b6iqf9zZBGoz21,181.6759675,IN,White,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz42,13.234738,MI,Lapeer,Yes,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz43,5.7186145,MI,Lapeer,Yes,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz44,11.245578,MI,Lapeer,Yes,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz45,16.3858671,MI,Lapeer,Yes,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240307111333934_AJTpQZeROaEz1,268.5176124,IN,Carroll,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240307113829741_aV1yxUd9mRMz1,91.5984495,IN,Carroll,No,Soybeans,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20241112205342084_ZjMmcBvtQNoz,58.2411562,IN,Carroll,No,Soybeans,No Till,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till
mppf.sp.a_andersons.20241127215542223_KF5VlCM9Nwgz,21.4691797,IN,Carroll,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till
mppf.sp.a_andersons.u20240308183201225_oHSWmJPl_soz19,110.1804097,IN,Carroll,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz36,17.2958279,OH,Lucas,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz37,55.6974105,OH,Lucas,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz38,34.3537089,OH,Lucas,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz87,69.1126398,MI,Bay,No,Drybeans,No Till,No,Corn,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Drybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Drybeans,
mppf.sp.a_andersons.20240316233150191_NU5x_dqSfDIz,42.9416965,MI,Lapeer,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240426120726787_OWnaNjDV0kAz1,180.0159016,IN,Pulaski,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,No Till,No,Fallow,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage
mppf.sp.a_andersons.u20240326200433817_HGSsjMZkj7sz22,24.4447628,IN,White,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz60,29.5034585,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz105,28.9885744,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz165,8.3856903,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz187,20.9982253,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz22,4.6778673,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz209,8.0349682,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz104,16.3185718,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz31,42.9673127,OH,Harrison,Yes,Corn,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till,No,Soybeans,No Till,Yes,Corn,Conservation Tillage,Yes,Nomajority,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240401184504115_q-vt2jq6cTgz,36.3453805,OH,Fairfield,No,Soybeans,No Till,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz38,97.4627961,OH,Harrison,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,Yes,Deciduousforest,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz39,35.5021315,OH,Harrison,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz40,63.1815675,OH,Harrison,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz143,16.7079426,IL,Iroquois,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz218,33.3465668,IL,Iroquois,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz84,12.6016577,IL,Iroquois,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz44,121.3741122,IL,Iroquois,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz100,102.5655179,IL,Iroquois,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240304221508573_TP05BX3xVmYz,75.1606716,IN,White,Yes,Soybeans,No Till,No,Winterwheat,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz32,38.4123019,OH,Harrison,No,Soybeans,Conservation Tillage,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240401182409919_NaUkb4aUvXYz,137.0937765,OH,Pickaway,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Soybeans,No Till,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240401182217415_1nvm4PR9h1cz,141.9689045,OH,Pickaway,No,Corn,No Till,No,Soybeans,No Till,No,Winterwheat,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240401182331230_aXVxQ7lYevQz,94.6385042,OH,Pickaway,No,Winterwheat,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz92,50.9429951,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz169,104.6323361,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz166,37.9506732,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz134,102.4758881,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz98,60.0966614,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz36,57.046878,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz96,7.1859456,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Herbaceouswetlands,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240306140333139_lbTalBCvumkz,174.2378298,IN,White,Yes,Soybeans,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.20240306134951401_rxPhdehhK6kz,93.6111661,IN,White,Yes,Corn,No Till,No,Winterwheat,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz57,30.0604418,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz16,67.5076305,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz111,100.193549,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz227,9.0363519,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz75,17.818008,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz61,9.3491881,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz142,3.770169,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz30,81.9308905,IL,Kankakee,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz221,11.2920183,IL,Kankakee,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz45,8.8483674,IL,Kankakee,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz27,14.9130348,IL,Kankakee,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz138,10.8883723,IL,Kankakee,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz35,29.6125732,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz154,15.1175198,IL,Kankakee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240307205953256_vgDtPqntlJoz5,22.0052587,IN,Carroll,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.20240319131027762_BwOLsX0E6ecz,62.4469693,IN,Delaware,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240328175341537_h3lcSyv2-w0z1,48.7437224,OH,Licking,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240308183201225_oHSWmJPl_soz20,48.9342754,IN,Carroll,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240308183201225_oHSWmJPl_soz21,40.2635425,IN,Carroll,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240309012427702_ZsO-QcNxcxwz,5.6250521,MI,Lapeer,Yes,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,No Till,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240403184756581_t8CGk0mekzsz19,140.0233485,IN,Carroll,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20241112204222662_3yg-oE-Ph08z1,78.9540914,IN,Carroll,No,Soybeans,No Till,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz39,65.6642644,OH,Lucas,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz62,52.0076083,MI,Bay,No,Drybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Drybeans,Conventional Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz5,19.4108323,MI,Bay,No,Drybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Drybeans,Conventional Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240325151524305_GV1hrWGUg1kz5,218.6771627,IN,Carroll,No,Soybeans,No Till,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240325151524305_GV1hrWGUg1kz8,49.8540622,IN,Carroll,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240325151524305_GV1hrWGUg1kz9,37.6576527,IN,Carroll,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240325151524305_GV1hrWGUg1kz10,113.70221,IN,Carroll,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240325151524305_GV1hrWGUg1kz12,32.4382918,IN,Carroll,No,Soybeans,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Pasture,Conservation Tillage,No,Herbaceouswetlands,No Till,No,Pasture,Conservation Tillage,No,Herbaceouswetlands,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240325151524305_GV1hrWGUg1kz14,414.5647136,IN,Carroll,No,Soybeans,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
